,replies,tweet
0,"[' 自民党の嫌われ者‼️\n何故自民党にしがみつく‼️\n自民党と方向の違う石破は左翼なら共産党に入れて貰え❗️\n石破は共産国の中国より❗️\nまた韓国問題の国と手を結び2度目の支払をするのか❓️\n何か習近平に… https://t.co/zRdWKPDtk0', ' 自民党はもうアテにはしていません。\nでも、石破さんを、応援しています。もしかして、小さな希望の光かもしれないからです。', ' 中国の人民解放軍の青年将校に\n機密以外全部見せろと自衛隊員に命令を\n下してた防衛大臣が安全保障（笑）', ' ２０１７年５月東亜日報が、慰安婦問題をめぐって「（韓国で）納得を得るまで（日本は）謝罪するしかない」と述べたとするインタビュー記事あります。売国奴ですが？', ' わたしは', ' 拉致被害を蔑ろにする人は日本の国会には要りません。', ' 最後まで応援してます🎵 https://t.co/Xvu466IQqk']",9日12時より、自民党のカフェスタが放送されています。「日本の安全保障・新型コロナ感染症対策・防災」について、第14代防衛大臣の中谷元 先生とお話しします。安心安全な国創りについて語り尽くしました。是非ご覧ください。司会は第101… https://t.co/Hl8Qm7SkZC
1,"[' 島根から応援してますー', ' 選挙運動？以前もやっていましたね。同じバージョンですか？拝見して辟易しましたが。。', ' イソコにいいねされてる（笑）', ' 絵にかいたような理想の政策方針も周りの協力が無ければただのゴミ。あなたには期待しませんよ。立憲へ乗り換えたらいいのでは？であれば党首ぐらいにはなれますよ。', ' 再生回数、増えているのかな？もっと増えて良いと思う。', ' @X6dhEb8fUzpvuM7 石破さん、頑張って👍ください❗️', ' 石破さん支持者の自民党議員多いです\nFacebookでアップしてる方がたくさんいます https://t.co/3RowLikKxM', ' 石破さん、地方は地元民が電気軌道を敷いた所が殆どですが、国鉄からJRになった後、路線を廃止された為に生活の足が無くなり県庁所在地や都市部に移住が進み過疎化した地域が多いです\nまた鉄道を引き直しましょう', ' 愛だ‼恋だ‼どこかの陳腐なTVドラマかと思った‼', ' 誹謗中傷する人は、自分が押す候補者がされてもなんとも思わない？誹謗中傷する人は誰を支持する人たち？', ' まず靖国参拝してこいや\n国民はあんたの事何も信用してない\n口だけじゃなくて行動で示せ', ' 頑張って！石破さん！あなたがこの国を変えてくれる唯一の政治家です。安倍内閣の最低、最悪の負の遺産を検証してください。', ' 今度こそ。。。\n応援してます。', ' ウサギとカメ\n総裁選を見ていて思います。\n良くウサギが負けた理由を居眠りしていたから。といわれますが、実はカメの事ばかり見ていたから(周囲ばかり見ていて)だと思います。それに対してカメは、ウサギを気に… https://t.co/X966Vcceox', ' 総理大臣ではなく、地方担当大臣に立候補すればいい。今回の22名連れて立憲民主党に移籍すれば皆が円満。そこで政策論争すればいい。', ' 面白いです。石破先生の教養に驚きです！もっと見たいです！', ' 頑張ってください！^_^', ' 北でのおねだり疑惑が晴れたわけではないから🙅\u200d♂️', ' 地方を知る、この様な知識も持っている。自分の政策も主張できる、コロナ対応最優先は当たり前です。', ' 自民党の悪しき伝統「密室談合政治」で疑惑まみれの安倍政権を継承しこの国を汚染する「汚物」を流せば流す程、地方からの清流が必要だと思わせる。＃この国の総理最有力が菅義偉とは情けない', ' 石破さんには大きなゆめを感じます。', ' 石破さん、ありがとうございます！\n私は山梨県です。\n石破さんの山梨県バージョン観ました！！\u3000\n「ほったらかし温泉、ワイン…….」さすがです。あと、山梨の空き家率が高い事と、住みたい県として人気が高い事… https://t.co/zX1PSdt3M5', ' 貴殿の主張するこれらの地方ネタも安定した外交強い日米関係という前提があってのものだぞ。\n外交についてのべたまへ。', ' 素晴らしいと思います', ' https://t.co/u9dOfV286W\n\n石破さん、お願いだから子供たちを守って下さい。日本の未来です。子供を産む環境、育てる環境をもう一度いちから、弱い人たちの立場にたって見つめ直して欲しいです。']",47都道府県動画2020の第二弾は、8つの県や市、区などについてお話致しました。まさに、地方愛が止まらない…。そんな動画になっております。是非フルバージョンもこちらからご覧ください。https://t.co/Bljcu4Xqcz… https://t.co/3DRjpkqi4L
