,tweet,replies
0,そう言えば、福田康夫総理の辞任表明も、暑い夏のちょうどこの頃だったような。,[]
1,ある人がコメントで「安倍総理が辞任の意向を表明した突端に、安倍総理のレガシーを評価し始めるマスコミの愚かさが酷い」と述べていたが、同感である。,[]
2,安倍総理辞任の報をうけて、先ほどCBCテレビのカメラ取材がありました。午後6時15分からの報道の中で流れるようです。,[]
3,公立陶生病院は、4年間で合計10億5千万円もの国費「社会資本整備総合交付金(街中リノベーション事業)」を得て、この春に建て替え改修事業が完了しました。 https://t.co/InRCjnpuQr,[]
4,名二環西側ルート(飛島〜名古屋西)の完成は間も無くですが、その着工に至る背景には、実はこのようなドラマがありました。 https://t.co/2lZ9jX2HJ2,[]
