,tweet,replies
0,先程youtubeでもお話ししたように、特に災害等あらばまた別ですが、正直に言って更新面倒なのでちょっとしばらく1-2週間ぐらいyoutubeやTwitter配信はなしで。更新ないけどどうしたの？とか色々言われますが頻繁更新とかな… https://t.co/evv2yGjRP2,"[' ああ、この二人のお見合いを。\n\nhttps://t.co/tngnAnpV4v', ' 更新面倒大歓迎\n本来の仕事をしっかりしてくださいね😁\n政治家は遊びじゃないんだから(笑)\n解散・総選挙になるかもしれませんね😉', ' 【神回】日刊ゲンダイに嘘の記事を書かれたので倍返しで撃退した https://t.co/2VMrlGD13L @YouTubeより\n三崎さんの顔、顔に出てます！良いことをすると良い顔になります！\n自… https://t.co/kmpKormtzG', ' ええと思う。', ' 広告税導入を訴えて下さい！\n\nhttps://t.co/5pP7yonT4z', ' ツィッターパスワード更新うまくいかず、半年？位ツィッターやらず、インスタやまとめ5ちゃんねるばっかりやっていましたが、それはそれで結構面白いのがネット。', ' オッパウェーイ', ' ヽ(*｀Д´)ノ丸山アアア！！！\n\nヽ(*｀Д´)ノ貴様も【ノーベル平和賞】を目指せ！十分受賞に値する逸材だ！！期待しているぞォー！！！', ' 何ー?!youtubeだとー?!観たかった!!\nまたの機会を楽しみにしております!\n涼しくなってまいりましたのでお身体に気をつけて下さいね!\n皆さんも', ' お前の様な道徳性の無い者が政治家を間乗るな日本の政治家の品を汚すな。', ' 河野さんが解散って言ってますが大丈夫ですか？', ' はい。了解しました。丸山さんの自由だからね。なんか束縛されているようで嫌ですね。', ' 丸山さんを無条件で応援しています。', ' マジメなのか適当なのか…笑\n\n35歳からは体力も気力も落ちていくので、疲れないように、頑張りすぎないように、早寝早起きで体調に気をつけて下さいね❗️', ' それで良いと思うよ！', ' ボチボチで。らしいですね。', ' ボチボチで。', ' 寂しい', ' 正直者〜😲😆', ' おはようございます！昨日は面白かったです。めっちゃ笑ってしまいました〜😂\n\n結局、寝落ちしてしまいましたが😱\n\n昨日はいつもよりコメントが多かったですね🤯\nしばらくの間お休みですか。\nまた楽しみにお待ちしております〜😊', ' 必要最低限、無理してやらなくていいと思う。', ' 了解しました〜\n昨晩はライブ配信ありがとうございました。\n季節がら、ご自愛くださいませ。\nでは次回の配信、楽しみに待ってまーす。😆', ' 穂高さん、了解です。配信ありがとうございました🌸ご自愛くださいね。', ' ゆっくりマイペースで全然良いと思います✨🙆☺️', ' えー😗w\n丸山さん本人が言うてるからしよんないけどまた更新待ってまーす🙆🎵', ' 丸山さん正直で大好きです！高校生の就職支援など地道な政治活動もされて、好感持てます！これからも正直に生きて下さい・応援致します', ' その姿勢重要です', ' 普通に更新面倒とか言えちゃうそういうところ好きwww', ' こういうものは続く事もあればしばらく放置プレイでもオッケーなのです😁気ままに行きましょう😊', ' YouTubeやってたのかー見れなかった残念。', ' 関空災害と北海道の地震が一緒に被害を受けた時を、思い出していました。\nご家族も安全でありますように。\n穂高さんもご自愛よろしく！', ' はーい（╹◡╹ノ\nお身体に気を付けて、頑張って下さい。応援してます🐈', ' 了解しました‼️\nまた穂高さんの良いタイミングでお願いします😊', ' おつかれーっす', ' 彼女さんが出来たに1票', ' 了解でーす\nお元気でご活躍のほど‼️', ' 丸山さんが国交大臣になってほしいと\n期待するんですが・・・', ' それだけ注目度が高いってことなのでしょう！\n人気ありますね😄', ' 大物YouTubeｒは目指さないんですね', ' 「バリューのあるコメントがない」とおっしゃってましたが、コメントに反応するのが20分後ぐらいだから話が広がらないんじゃないですかね？みなさん言ってることがバラバラだし\nお休みの間、充実した日々をお過ごしください👍✨', ' 仕事頑張って下さい。', ' 穂高頑張れー！', ' 了解！お仕事頑張ってください！']"
1,"総理を決める来週の首班指名。もし皆さんなら誰に入れます？

今回は党議拘束もなく、それどうなんよー？な方に入れずに済むのがありがたい。まだ決めてないし直前まで決めないが、まあ大勢には影響無きが故に逆に納得した票を入れられますね。N… https://t.co/ijvHzDblCE","[' 河井克行か河井案里か秋元司。理由は丸山さんと気が合いそうだから。後は丸山さんの尊敬する先輩、下地幹郎\nオッパイ繋がりで高井たかし氏でもイイかもしれませんね', ' 麻生太郎\n照屋寛徳\n篠原孝\n辻元清美\n枝野幸男\n玉木雄一郎\n泉健太', ' 自民党からなら誰でも同じ\nでしょうね\n\n特に期待する人もいない', ' 岸田💓', ' 今の日本の政治家で\n首相に相応しい人は\n丸山穂高さんくらいしか\u3000居ないのでは？\n\n丸山穂高さんなら\u3000ロシアと戦争してくれるので\n戦時特需が発生して\u3000日本経済が良くなります', ' 丸山穂高代議士に信任の一票を。', ' 丸山穂高さんですね。冗談ですけど。', ' 御三方の中で決めるなら……うーん……どの人もないなぁ……\nただ、石破さんは絶対なしwww', ' 丸山穂高しかないかと！ロシアをぶっこわーす！', ' 自分の名を書くべき。\n「横粂勝仁くん １」以来のどよめきと失笑を期待してます。', ' 小泉進次郎、小川淳也、丸山穂高\u3000なら間違いなく丸山穂高👍', ' N国に来てしがらみが全く無くなった丸山議員は結構本気で応援してます。なので丸山穂高に一票。', ' ３人の中から一人だとすると菅さんでお願い致します。\n\n将来的には丸山議員にも目指して欲しいです。現実的には今の路線だと難しいのでしょうが…。ですので少しずつ路線変更して目指して頂きたいです。\n丸山さ… https://t.co/Th3d2vZfoj', ' オレなら丸山に1票', ' アベノミクスを継続してくれるなら菅さんですね。\nアベノミクスは安倍政治の最大の功績。\nむしろ安倍晋三首相異常にアベノミクスを加速させて欲しいですね。', ' 菅 義偉さんでしょう。\nデジタル庁は支持しますよ。二階さんとのチャイナ支援は、反対ですが…、喧嘩も出来ない岸田さんよりはいいと思います。石破さんは、拉致問題対応から、信用出来ません', ' 菅さんやな', ' 丸山穂高議員に総理大臣をしてもらいたいです', ' 圧勝で菅新総理誕生', ' 岸田さんに投票したいと思います。今回は惨敗でしょうが一度恥をかき一念発起して頂きたいので。外相としては世界遺産で韓国にやられ政調会長としては給付金で調整力の無さを見せられましたがこの機会に紳士的なイ… https://t.co/sN5aii3lpY', ' 自分の名前を書いたら良いと思う', ' 天皇陛下', ' 河野太郎さん', ' 大勢は菅さん、独自色出したいのでしたら岸田さんが無難です。政治の大海を泳ぎ渡ってください。', ' 首班指名は丸山穂高でいいじゃないですか。政党所属衆議院議員なんで筋は通ってます。\nでも麻生太郎と書いてくれると嬉しい。', ' 丸山議員が良いと思う', ' 千葉９区なんで秋本まさとし落選させたいです。悪目立ちさせるために秋本まさとしもご検討ください。自公にヒビ入れるとかならば山口なつおもありだと思います。', ' れいわ新選組の船後さんや木村英子とか書いてもいいんじゃないですか？どうせ自民総裁が総理になるんだし国会議員の名前ならば誰でも良いのですからわざわざ波紋を呼ぶような投票お願いします。', ' 菅さんは気が短いく見えます。', ' 石破。一番合理的な考え方だから、', ' 石井苗子って書いて苗子をびっくりさせてほしい。', ' まあ、北方領土で一杯飲んでから考えて下さい！', ' 共にNHK改革を進めスクランブル放送を目指すなら高市早苗さんでしょう。', ' 誰と、特定は出来ません。\nただ一つ。\n日本の国益を最優先してくれる先生ならば、衆参問わず（参議院は可能性は、解散が無いですから、難しいでしょうが）、どなたでも構いません。\nドナルド・トランプ大統領は… https://t.co/DSdfIPUPHa', ' おはようございます❗今日告示ですね？私は菅さんは気がく見えますし奥様が引いてる様に見えます❗石破さん言葉のテンポが遅いし目つき、外国でその目が通用するか？岸田さんはまあマスクも良いし以前外交してある… https://t.co/QEApUetUmj', ' 丸山穂高！', ' 石破さんが首相になったらどうなるのか見てみたいです。が、顔が怖すぎ！顔面凶器やないかーーい！いい人なのかも知れないけれど！\n菅さんはもうお爺ちゃんやし、未来なんか見てないっしょ。会見の度に目つきが悪… https://t.co/v0Tz28ziio', ' 一年生議員でありながら、消費税減税のために速やかに具体的に行動なさった浜田先生に一票投じたいです。', ' 麻生太郎氏。\n余計な事も言うけど言うべき事をしっかり言ってくれる。', ' 丸山議員がなったらマジで面白そうですね。\nとは言っても、消去法で菅さんかなー', ' レンポー', ' ほだか', ' 自分、じゃなきゃ今一番仕事ができそうな人でしょうね。\n世界が混乱してる時に日本も混乱させようとかアホかと思います。', ' #玉木雄一郎 さんに一票 。もちろん、#NNKをぶっ壊す！ と #靖国参拝 と #旧宮家復旧 はすすめてもらいます。', ' 和田政宗議員\n\n総合的に見て。', ' 菅さんが、記者の質問に答えてない。', ' 丸山穂高\n本気で日本国領土を話し合いではなく、奪還してもらいたい。', ' 三人の中から選ばないなら\n麻生太郎、小野寺五典のどちらか', ' 一般国民がどれだけの内情や外交を知っているのか?\n何もわからんのに雰囲気だけで決めていいのか?\n外面だけ良くて何もわからん総裁になる可能性が高まる気がする!\n民主党政権誕生も何も分からん国民が誕生さ… https://t.co/18IzXltRF0', ' 残念ながらいないですね。特に自民じゃ…。', ' 菅さんしかありえないでしょう！', ' 乃木希典', ' ひとりではなんもでけへん。そろそろ嫌になってきたんちゅううん💦', ' 丸山穂高でいいと思う', ' 西村眞悟でお願いします', ' 安倍さん', ' 私は石破さんは個人的に嫌いです。やはり菅さんが良いと思います。でも来年には総理は岸田さんか、麻生さんかも？副総理は菅さん？麻生さんが総理なら菅さんが副総理は無理かな？石破さんは何も無いでしよう', ' 個人的には河野さんに立候補して欲しかったです。菅さんも悪くないですが外交面が心配です。\nトランプや習近平とやり合えるのか？', ' 丸山先生自身で良いと思う。\nで首相になって、戦争でNHKをぶっ壊して下さい(笑)', ' 安倍晋三さん。以外なら\n麻生太郎さん。', ' 小野寺五典さんに一票投じます。\n生島ヒロシさんのラジオ番組に生出演された際「私は総理大臣にはなれません。ぃや、なりたくありませんw」と言っていましたが、全国会議員の中でトップと言っても過言じゃない位… https://t.co/RwSsOYVqEo', ' 私が丸山さんなら自分の名前を書きます', ' 高市早苗先生', ' 岸田さんは今回は負けてしまうかもしれませんが、今後も政府や党で能力を発揮していただきたいですね。', ' あの中から選ぶなら石破さん。\n本音は武井壮。', ' 杉田水脈さんにお願いします。', ' 当然\n丸山穂高', ' 小野寺五典議員ですかね。', ' 参議院議員を指名しても構わないのだから（代打、若林正俊など前例あり）、「浜田聡」と書いてほしい。\nつーかN国支持者ども浜田さんスルーすんなよ。', ' 現実的に菅さんかな｡。', ' 渡辺喜美議員', ' 麻生さん', ' 浜田聡先生。議員の中でも、最高峰の知能の持ち主。', ' 渡辺喜美さん', ' 緊縮財政なくしてくれるなら、予定調和の菅さん', ' 麻生副総理', ' 私は、菅さんでいいと思っています❗\nというのは、前任者の安倍総理大臣の路線で問題はない‼️と思っています。つまり路線継承するのが、一番だと思うからです。\nもちろん、専門家の意見は違うかもしれないけど？⁉️', ' 丸山穂高❗️', ' あんどう裕で。', ' 自分なら\n丸山さんですね。', ' 石破さん「清き一票、アジャース！」 https://t.co/IbYqhYAzCM', ' 党議拘束が無いから\n野党議員が大好きな\n石破さんに投票したい\nかな？\n\nでもまず自民党総裁選で勝たないと\n首班指名の対照にはならないよね', ' 誰にも入れない。\n解散を求める。', ' @rina_kukuku どなたも嫌なんですけど、一年で大往生して頂けるなら菅さんで！企業も曖昧ですが、政治家も定年作って！', ' エールを込めて、安倍さんで', ' マスコミに打たれ強い人', ' 中川昭一', ' 黄川田仁志衆議院議員ですね。\nまだまだ知名度全然低いですが日本のことを考えてくれるしっかりとした人です。', ' @riaru_gumi 普通なら玉木', ' 麻生さんです。\n(お元気なら石原慎太郎さんも\n是非と思いますが・・・)\n将来の候補として丸山さんも応援してますよ。', ' もうどう考えても、丸山穂高先生です！若い力で日本を変えて欲しい。', ' まあ普通に菅さんかな？', ' 高市さん。', ' 辞任してほしい国家議員をきいて\nほしいわ~^_^', ' 杉田さんかなー。', ' 麻生太郎！一択！', ' 穂高さんに入れちゃう❤❤❤', ' 石破さんが良いです\n国民目線です\nこれが２年前です\n大統領制が良いです\n間接民主主義国がめんどい\n日本も直接民主主義国にしてほしい https://t.co/HMRNjedQ8l', ' 本当は、石原慎太郎かな。\n次に丸山さん。\n次に石破さんか玉木さん。', ' 3人の中なら岸田氏。ガースーは中国人に人気みたいです。', ' 玉木さんに一票！玉木さんは色々他方面を受け入れそう！', ' 菅さんです。まずは、今はコロナ対策、経済対策が国民の最優先と拉致問題です。安倍総理の後をやってくれるのは菅さんしかいないし、菅さんしか拉致問題やってないから', ' 石原慎太郎、丸山穂高', ' 穂高か、俺か。', ' 党の代表と総理大臣が一緒っていうのがまたわかりにくいという。ということで・・・。', ' 知事に転出されましたが、山本一太氏。昔、朝生でのディベート力に感心した。', ' 桜井誠', ' 石原慎太郎\u3000中曽根康弘\u3000橋本 龍太郎', ' で\u3000どこから立候補するの\u3000\n上西小百合みたいに\u3000バックレるの', ' ＞総理を決める来週の首班指名。もし皆さんなら誰に入れます？\n\n立花孝志！', ' 山田宏', ' 石破茂', ' 丸山穂高', ' 丸山さんに入れるのも面白いかもしれませんね', ' 丸山', ' 麻生副総理でおなしゃす！', ' 丸山穂高総理😆', ' Ｎ国丸山議員、自民青山議員、ありむら治子議員\n名前上がってるなかでは片山さつき議員。', ' 菅さん。', ' 山田宏議員', ' 杉田水脈氏！\n山田宏氏！', ' あえて上田良一というのはいかがでしょうか？', ' 私はずっと次は\u3000麻生さんだと言ってますｗ\n１年だからｗ\u3000そして来年安倍さんに返り咲いて頂きたい\n官房長官に高市さん希望', ' 自分に入れればいいんじゃない？', ' 丸山総理でお願いします。全部給料発表していただきたいです。', ' 首班指名は、ぜひ、玉木雄一郎さんでお願いします。', ' 消費税減税5%、財源は100年債の国民民主党の玉木代表でお願いします。', ' 自分なら浜田聡先生に入れます。', ' 玉木さんに一票', ' 麻生太郎', ' 浜田聡さん', ' 丸山穂高さん', ' 和田政宗議員で', ' いつかは丸山\n今は菅さんで', ' アントニオ猪木', ' ホントおもしろいよなぁ', ' 丸山穂高さん😊', ' 山本太郎', ' 首班指名は「丸山穂高」さんに入れるのが良いと思います！', ' ジャシンダ・アーダーン', ' 菅さんですかね', ' 河野さんですね。他の方が諸外国と折衝できるイメージが全く湧かない。少なくとも時代に追従できる若さが必要と感じますよ。eメールすら送れないようなお爺さんが総理やるとか恥でしかないので。。', ' 僕は丸山穂高代議士に自ら入れてほしいです！', ' 自民なら小野寺五典さんかな。世耕さんが衆院に鞍替えしたら候補に挙がりますが😃💦', ' 丸山穂高議員で。', ' 小野寺さんは如何でしょうか？', ' 河野さんです。毅然とした日本人で外交を進めて行けそうな期待が出来るからです^ - ^', ' 高市早苗さんで', ' 丸山', ' 本意じゃ無いが、ガースー。', ' 足立康史', ' 丸山さん(^^)\n又は菅さんですかね。安倍総理の意思を継いでくれるなら', ' 丸山穂高', ' N国\u3000丸山議員\n自民\u3000安藤議員\n自民\u3000西田議員\n自民\u3000青山議員\n\n私はこの4人なら誰でも良いので、決めてください。\n\nマスコミで名前が出ている自民党の重鎮には、微塵も期待していません。菅さん、石破さん、岸田さん、みんな同じようなもの。', ' 丸山穂高だな。クズえだのん。ボケみずぽではない。偽善者タロー山本ではない！', ' 高市早苗さん', ' ヒゲの隊長', ' 山本太郎(なお無公表)', ' 外交面で麻生さん河野さんは有りだけど、前者は経済政策で、後者は女系容認発言で無しです。パチスロの闇に触れた菅さんは評価出来るけど、こちらも経済で無し。という事で丸山さんお願いします。', ' 丸山さん\n以前にもしお答えしていたら申し訳ございません。\n大阪都構想、どう思われますか？', ' 丸山穂高さんに一票', ' 迷いに迷った結果、本人は嫌かもしれないけどやっぱり丸山穂高さん。', ' 二階俊博と書いて、二階派への入会を狙う', ' 誰のツイートかと思ったら\n北方領土で「戦争しないと…」と発言した丸山さん\n\n今思えば、実に、実に「維新らしい発言」だったんですねぇ\n\n首班指名…私だったら、野党政権は今回望めないし、反安倍の意思から… https://t.co/iggSq9aQsK', ' 丸山先生自身に入れるか、丸山先生が恩を売りたい人に入れるかお好きな方でしょうね。', ' じゃあ丸山穂高議員と書きます。', ' 頭で考えるなら細田派の誰かですが気持ちは麻生太郎先生ですかね！', ' 世耕さんだな〜', ' 丸山穂高議員', ' 河野太郎って言いたいところだけど、世耕弘成！！', ' 菅義偉\n河野太郎\n迷うなあ…', ' 渡辺喜美参院議員でいいのでは？', ' 希望は玉木雄一郎さん\n\n丸山穂高でもいいです。首班指名で1票入れば憲政史に名前残せますよ。', ' 辻元清美一択やろw\n変な空気にしてこいw', ' 持論。\n\n世代交代しないと\n\n日本は、\n変わらないと思う。', ' 安倍総理または丸山議員と書いて欲しいです。\nちなみに、河井夫妻や秋元議員は投票できるのでしょうか？あの方達が誰と書くのか興味あります。', ' 意外と山口那津男さん', ' 世耕弘成さん。', ' 私は麻生太郎財務大臣で。\n一番いいのは石原慎太郎元都知事です。\n丸山穂高代議士も歓迎です。', ' やっぱりスガ氏でしょうね、他に選択肢がありません。', ' 平将明議員！', ' 私も丸山穂高さんに一票です。', ' まぁ現実的に菅さんか丸山さんかな？やっぱ丸山がなった方が拉致問題、尖閣、北方四島など進展が期待できますね！', ' 菅さん', ' 外山恒一氏', ' 丸山さんがいいな…）     まー菅さんですね', ' 消去法で全員消える選挙。\n\nどうしても決めるなら石破茂。', ' 足立康志', ' ならば\n\n小泉さんしかいませんね。', ' ほだか先生、お疲れ様です(*^-^*)\n好きにやれるんでしたら、いっそ、ほだか先生ご自身にヽ(^o^)丿\nまぁ、実際誰に投票されるにしても、ご自身が納得できる人なら、その方でいいと思いますよ(*^-^*)', ' 丸山先生、ここは菅さん支持を表明して自民に入党しましょう。', ' 高市早苗さんです。', ' 世代交代。\n\nもう、そろそろ…。\n\n丸山議員\n吉村府知事\n\nこの、世代に…。', '名前でTwitter投票で改めて多数決とりますかね、あくまで参考ですが。なお、よく名前出てくるのは石破さん、岸田さん、菅さん、小泉さん、河野さん、枝野さん、玉木さん、志位さん、片山さんあたりですかね。… https://t.co/q0mc2k20vg', ' 浜崎順平議員で😩', ' まだ若いのだから大きな野望をもってほしい。', ' ガースーかなあ。何でかってのは、ぱっと見、私腹を肥やさなさそうだから。安倍さんもそんなイメージだった。あとの二人は何か綺麗事言ってるけど、なんやかんやで裏で「お主も悪よのう」って言ってるのが想像できる人相。', ' 丸ちゃんおなしゃす！\n\n3人から選ぶなら石破さんかな。\nモリカケ桜と本当に蒸し返してくれるのか見ものです。', ' 甘利さん', ' あえての山田太郎とか', ' 丸ちゃんで（勝手に心の中での呼び名で馴れ馴れしくてごめんなさい）', ' 菅さんに投票ですね。', ' 小野寺五典さん\u3000と書きます！', ' 菅さんでお願いします。民主系は勘弁してください。', ' 年齢でどうこう言うのはあんまりいいたくないけど、ピックアップされる３人の内２人は論外ですし、菅さんももう歳がね。いや昔は空手とかされて未だに元気なのかもしれませんが、\n個人的に菅さんの年齢で総理にな… https://t.co/iCWGYa1ZNV', ' 世代交代。\n\nこれです、。', ' 本音を言えば…\n\nいまの方々には、\n誰にもいれません。', ' 今回は菅さんって書いていただきたい', ' 菅一択', ' #安藤裕 さん ですね。積極財政で経済立て直しが期待できます。', ' 丸山穂高。', ' 小野寺五典でお願いします。', ' 丸山穂高さん一択だね✨', ' なんか、最初からデキレース的なものを感じます。\nそれ以上に、この人を総理として推したいって人が埋もれてしまいました。', ' なぜ君は総理大臣になれないんだの小川議員', ' 物事を白黒はっきりしてて行動力抜群の穂高先生が総理大臣なったら絶対に世の中変えられる気がします✨', ' いない、白紙です😜\n菅さんの叩き上げってのが逆に不安💦\n\nしいて言うなら丸ちゃん。', ' 丸山議員でお願いします\nm(__)m', ' 丸山穂高議員一択で', ' 丸山さん！', ' 丸山さんですな。', ' 丸山議員一択‼️', ' 丸山先生。な～んて真面目な方は菅さんですかね🙂', ' 当初石破さんと思いましたが、子供が多いので、現実となるんでは岸田さんかと。結局誰がしても変わらない気もしますが。', ' 丸山穂高一択', ' 自分の名前を書くのは？', ' 丸山穂高‼︎', ' スガさん。', ' 浜田聡議員で', ' 自分の名前を書くっていうのが丸山議員らしくいいかと。', ' 丸山議員に、是非お願いいたします']"
2,クリミア半島だけでなく、何百年単位でロシアの歴史的思惑や狂気・脅威を常に目の当たりにされてきたウクライナ関連の方ですか、なるほど。フォローにもなりませんが維新自体はそこまでの外交的信念もなく地方分権や行革特化型政党。外交的無知や楽… https://t.co/OiZI0oL0Bu,"[' シンクタンクがある訳でもなく、何故、交渉が「一人の議員」に委ねられる？？？それ自体がおかしい事です！！', ' 鈴木宗男氏はロシアに都合が良いから重宝されてるだけ❗️', ' 鈴木宗男氏はビックリするくらいの民団史観の持ち主！文化人放送局で氏の主張を観て驚愕しました。こんな人が交渉ポジションに陣取ってるのが問題。何か進展しましたか？結果が出てないのだから使えないという結論… https://t.co/ZswX7Ob6qK', ' 日本にもこの動画の\nクリントン夫妻のような方達がいると思います。\n\nそれは誰かは想像がつきませんが、\n丸山さんを一斉に攻撃をした国会やマスコミの異様さは、\n何らかの別の力が働いているかのようでした。… https://t.co/uiv47hbDbj', ' 支持者があのロシアへの謝罪は官邸と相談して決めたんだ！だから維新は悪くない。官邸の意向だ！と言っててクソだなと思いました。\n謝罪したのは維新だろ？って\n外交の意識のない国政政党は害悪でしかない。', ' 結局、日本を代表（余計なこと代表）して維新の幹部の方が、ロシア大使館に謝罪して外交カードをなくしたと言う感じですかね？なぜあそこまで執拗に丸山議員を煙たがったのか？そこに維新の本質が、あるのでは？なんてね。', ' @Jeanne_otsuru ＞地方分権や行革特化型政党\n\nですよねぇ。やはり維新は大阪から出しちゃダメです', ' 泥酔状態で、これまでの交渉を台無しにしかねない行為をしたんだから、謝罪は残当。「国会議員」代表として行ったわけだし。\n\nただ、「武力も視野に入れないと」という貴方の問い掛け自体は正しいと思います。… https://t.co/8YhnzCybWO', ' もっと言うたれ言うたれ〜。\n私も維新の大阪切り売り作戦には絶望しましたし。', ' 維新は政権取れないと思います。橋下徹さんは頭が切れるけど。維新に鈴木宗男さんいるのですか？鈴木宗男さんはNGでしょ。', ' 外交は国益を守るもの、そして領土は戦争で奪い合うもの\n\nそれを「話し合い」だけで行おうとしてる。全く先の見えない大変な作業だと思います\n\nそれにつけても、負けた日本に「話し合い」で沖縄や小笠原を返してくれたアメリカは有り難い国です', ' 前回衆院選で維新は政権奪取できる人数擁立してませんし、外交・国防は「安倍政権を評価する」立ち位置で選挙に望み、代表も演説でそう仰っていましたから、外交方針は現政権路線の継承と考えるのが筋では？', ' 間違いない。維新に外交は100%無理。売国外務省の言うことをハイハイ聞きそう。', ' 橋下氏の影響で、外交、歴史音痴になっているのでしょうか？\n反論できないとか、従うしかないというようなことがあるのでしょうか。', ' まああの丸山さんの件一点だけで正体見えたり\u3000でしたね。お前達身内内だけの発言なのに勝手にロシア謝り行くなよ〜。むこうはキョトンとしてたんじゃないかな。わざわざつけ込むネタ持って来てくれて。その後宗男公認って。笑えます。', ' 絶対に維新に戻っちゃダメですよ！', ' 維新は大阪都構想で手一杯の様相。国防は与党に任せておけかしら？', ' 物事には「幅」がある。\n自らの狭量で分断を謀り、結果として孤立の道を歩むのは左翼の専売特許。\n保守は寛容と妥協と共生を好む。\nみんな肩の力を抜こう！', ' 好意的に解釈すれば、維新に反日売国の意志があるわけやないと', ' 伊藤博文公が泣きますよ。', ' 今は維新って怖い印象しかないです\n霧が覆っている様な', ' 丸山先生、マジで1mmもフォローする気なくて草', ' 維新の全体の思想が怖いと思う。そこまで今は力がないですが、シッカリ自民党にくい込んでいる。都構想を助けているのは菅さんです。私は維新を危険視してます。', ' やっぱりそうなんですね。\n維新の外交政策って聞いた事が無い。\n国会の決議の時は、個人の判断で賛否を決める事できたんですか？', ' 北方領土四島は侵略']"
